timestamp_s,channel,raw_adc,voltage_uv
10.2842,1,658,3.059
10.4107,1,1179,5.481
10.5265,1,6093,28.327
10.6432,1,3655,16.993
10.7682,1,1550,7.206
10.8845,1,-2080,-9.670
11.0083,1,-1639,-7.620
11.1217,1,3905,18.155
11.2503,1,8334,38.746
11.3635,1,-1929,-8.968
11.4937,1,-1635,-7.601
11.6060,1,-795,-3.696
11.7309,1,869,4.040
11.8478,1,-5305,-24.664
11.9638,1,-2458,-11.428
12.0820,1,-13545,-62.973
12.2053,1,260,1.209
12.3321,1,-904,-4.203
12.4481,1,-2242,-10.423
12.5637,1,757,3.519
12.6935,1,778,3.617
12.8094,1,2672,12.423
12.9251,1,903,4.198
13.0424,1,1260,5.858
13.1705,1,4102,19.071
13.2843,1,4252,19.768
13.4080,1,3534,16.430
13.5235,1,-45,-0.209
13.6523,1,1254,5.830
13.7658,1,21824,101.463
13.8937,1,3550,16.505
14.0080,1,3330,15.482
14.1237,1,1846,8.582
14.2504,1,1769,8.224
14.3658,1,1740,8.090
14.4819,1,66,0.307
14.6114,1,1095,5.091
14.7278,1,8574,39.862
14.8416,1,-35466,-164.887
14.9657,1,-4795,-22.293
15.0935,1,-1277,-5.937
15.2076,1,-234,-1.088
15.3218,1,5652,26.277
15.4471,1,809,3.761
15.5647,1,2373,11.032
15.6809,1,4937,22.953
15.8060,1,3227,15.003
15.9234,1,1599,7.434
16.0415,1,-10073,-46.831
16.1722,1,-1108,-5.151
16.2871,1,-2058,-9.568
16.4052,1,1411,6.560
16.5210,1,2858,13.287
16.6461,1,4456,20.717
16.7683,1,2180,10.135
16.8851,1,2962,13.771
17.0008,1,1560,7.253
17.1274,1,2801,13.022
17.2505,1,1394,6.481
17.3635,1,1523,7.081
17.4807,1,-2166,-10.070
17.6073,1,1650,7.671
17.7235,1,3129,14.547
17.8505,1,-6182,-28.741
17.9666,1,6902,32.089
18.0915,1,-10617,-49.360
18.2095,1,4066,18.903
18.3263,1,1727,8.029
18.4435,1,1604,7.457
18.5683,1,1699,7.899
18.6861,1,3743,17.402
18.8022,1,-126,-0.586
18.9278,1,2565,11.925
19.0428,1,1435,6.672
19.1683,1,937,4.356
19.2851,1,130,0.604
19.4008,1,1335,6.207
19.5273,1,201124,935.058
19.6434,1,129087,600.146
19.7704,1,96823,450.146
19.8879,1,104387,485.312
20.0106,1,16864,78.403
20.1245,1,1316,6.118
20.2404,1,1454,6.760
20.3682,1,17634,81.983
20.4835,1,29291,136.179
20.6112,1,29596,137.597
20.7264,1,2441,11.349
20.8411,1,845,3.929
20.9672,1,528,2.455
21.0806,1,-2064,-9.596
21.2101,1,361,1.678
21.3234,1,65581,304.897
21.4520,1,35840,166.626
21.5651,1,1966,9.140
21.6904,1,16838,78.283
21.8080,1,12988,60.383
21.9220,1,14914,69.338
22.0516,1,11854,55.111
22.1685,1,-2375,-11.042
22.2818,1,8267,38.435
22.4077,1,-15401,-71.602
22.5258,1,6592,30.647
22.6435,1,6402,29.764
22.7684,1,7261,33.758
22.8857,1,3345,15.551
23.0038,1,8670,40.308
23.1295,1,5594,26.007
23.2436,1,3486,16.207
23.3701,1,1501,6.978
23.4857,1,3332,15.491
23.6006,1,8515,39.588
23.7288,1,-2832,-13.166
23.8412,1,231,1.074
23.9683,1,4640,21.572
24.0809,1,9200,42.772
24.2091,1,4690,21.805
24.3237,1,6718,31.233
24.4507,1,1397,6.495
24.5635,1,6158,28.630
24.6880,1,1230,5.718
24.8018,1,553,2.571
24.9256,1,8199,38.118
25.0433,1,2633,12.241
25.1607,1,2574,11.967
25.2886,1,6930,32.219
25.4060,1,-1091,-5.072
25.5312,1,3038,14.124
25.6451,1,7193,33.441
25.7608,1,169,0.786
25.8887,1,4185,19.457
26.0017,1,3925,18.248
26.1309,1,-917,-4.263
26.2471,1,7036,32.712
26.3636,1,938,4.361
26.4809,1,-489,-2.273
26.6084,1,7575,35.217
26.7236,1,2048,9.521
26.8399,1,2589,12.037
26.9665,1,4627,21.512
27.0808,1,3748,17.425
27.2112,1,1761,8.187
27.3232,1,1785,8.299
27.4411,1,-2071,-9.628
27.5706,1,-2127,-9.889
27.6852,1,749,3.482
27.8018,1,1256,5.839
27.9256,1,2254,10.479
28.0435,1,5334,24.799
28.1602,1,-1184,-5.505
28.2889,1,462,2.148
28.4019,1,1228,5.709
28.5307,1,3075,14.296
28.6438,1,27898,129.702
28.7719,1,894,4.156
28.8851,1,443,2.060
29.0008,1,-49,-0.228
29.1289,1,582,2.706
29.2468,1,628,2.920
29.3638,1,425,1.976
29.4911,1,393,1.827
29.6075,1,427,1.985
29.7226,1,702,3.264
29.8474,1,-3272,-15.212
29.9634,1,-94,-0.437
30.0813,1,1007,4.682
30.2102,1,26,0.121
30.3228,1,-677,-3.147
30.4465,1,1915,8.903
30.5635,1,3998,18.587
30.6906,1,3603,16.751
30.8072,1,5421,25.203
30.9313,1,10168,47.273
31.0474,1,289,1.344
31.1645,1,1960,9.112
31.2807,1,-375450,-1745.528
31.4103,1,15889,73.871
31.5275,1,37180,172.856
31.6411,1,-3366,-15.649
31.7705,1,-6100,-28.360
31.8845,1,-18432,-85.693
32.0084,1,-6641,-30.875
32.1256,1,-18284,-85.005
32.2429,1,-645,-2.999
32.3593,1,6631,30.829
32.4891,1,10865,50.513
32.6060,1,134596,625.759
32.7313,1,77915,362.240
32.8430,1,-20122,-93.550
32.9685,1,128708,598.384
33.0852,1,25988,120.822
33.2021,1,44490,206.841
33.3272,1,69368,322.503
33.4429,1,31629,147.048
33.5601,1,-8793,-40.880
33.6874,1,-30172,-140.275
33.8041,1,20298,94.369
33.9301,1,33317,154.896
34.0474,1,47658,221.570
34.1635,1,67902,315.687
34.2814,1,90455,420.540
34.4061,1,68365,317.840
34.5238,1,24354,113.226
34.6470,1,49645,230.808
34.7637,1,76089,353.750
34.8803,1,65742,305.645
35.0062,1,104963,487.990
35.1212,1,128598,597.873
35.2393,1,89504,416.119
35.3613,1,87339,406.053
35.4891,1,47068,218.827
35.6043,1,-8722,-40.550
35.7223,1,2256,10.489
35.8401,1,671,3.120
35.9669,1,239,1.111
36.0814,1,146,0.679
36.2096,1,935,4.347
36.3263,1,441,2.050
36.4433,1,1351,6.281
36.5697,1,1381,6.420
36.6842,1,1859,8.643
36.8081,1,975,4.533
36.9216,1,1053,4.896
37.0397,1,953,4.431
37.1636,1,275,1.279
37.2807,1,-29,-0.135
37.4100,1,527,2.450
37.5256,1,522,2.427
37.6437,1,418,1.943
37.7607,1,555,2.580
37.8867,1,647,3.008
38.0111,1,465,2.162
38.1275,1,498,2.315
38.2426,1,556,2.585
38.3603,1,462,2.148
38.4889,1,381,1.771
38.6018,1,469,2.180
38.7284,1,489,2.273
38.8430,1,500,2.325
38.9685,1,469,2.180
39.0800,1,589,2.738
39.2098,1,604,2.808
39.3270,1,494,2.297
39.4405,1,417,1.939
39.5686,1,527,2.450
39.6835,1,412,1.915
39.8016,1,137,0.637
39.9191,1,-124,-0.576
40.0497,1,-681,-3.166
40.1679,1,-1139,-5.295
40.2819,1,-216,-1.004
40.4108,1,-163,-0.758
40.5261,1,429,1.994
40.6431,1,280,1.302
40.7597,1,154,0.716
40.8872,1,389,1.809
41.0017,1,538,2.501
41.1187,1,643,2.989
41.2475,1,781,3.631
41.3636,1,1095,5.091
41.4814,1,1126,5.235
41.5994,1,980,4.556
41.7240,1,1044,4.854
41.8411,1,961,4.468
41.9592,1,833,3.873
42.0896,1,688,3.199
42.2076,1,725,3.371
42.3255,1,714,3.320
42.4405,1,578,2.687
42.5686,1,478,2.222
42.6854,1,433,2.013
42.8001,1,387,1.799
42.9249,1,360,1.674
43.0417,1,314,1.460
43.1668,1,262,1.218
43.2816,1,362,1.683
43.3997,1,330,1.534
43.5219,1,405,1.883
43.6385,1,607,2.822
43.7642,1,565,2.627
43.8813,1,374,1.739
44.0093,1,605,2.813
44.1256,1,500,2.325
44.2436,1,400,1.860
44.3683,1,465,2.162
44.4809,1,425,1.976
44.5981,1,433,2.013
44.7262,1,553,2.571
44.8437,1,627,2.915
44.9593,1,669,3.110
45.0865,1,772,3.589
45.1983,1,716,3.329
45.3241,1,661,3.073
45.4421,1,472,2.194
45.5578,1,596,2.771
45.6814,1,721,3.352
45.8102,1,642,2.985
45.9270,1,258,1.199
46.0416,1,319,1.483
46.1585,1,108,0.502
46.2848,1,588,2.734
46.4094,1,544,2.529
46.5270,1,445,2.069
46.6435,1,554,2.576
46.7592,1,408,1.897
46.8872,1,361,1.678
47.0003,1,408,1.897
47.1289,1,556,2.585
47.2436,1,585,2.720
47.3598,1,664,3.087
47.4851,1,642,2.985
47.6030,1,614,2.855
47.7185,1,578,2.687
47.8405,1,472,2.194
47.9669,1,425,1.976
48.0816,1,442,2.055
48.2078,1,475,2.208
48.3189,1,522,2.427
48.4470,1,602,2.799
48.5614,1,622,2.892
48.6780,1,639,2.971
48.8064,1,585,2.720
48.9241,1,569,2.645
49.0422,1,454,2.111
49.1597,1,435,2.022
49.2777,1,490,2.278
49.4020,1,419,1.948
49.5185,1,478,2.222
49.6452,1,509,2.366
49.7577,1,563,2.617
49.8885,1,632,2.938
50.0023,1,652,3.031
50.1187,1,642,2.985
50.2411,1,553,2.571
50.3573,1,429,1.994
50.4867,1,396,1.841
50.6002,1,508,2.362
50.7247,1,517,2.404
50.8384,1,557,2.590
50.9634,1,635,2.952
51.0809,1,616,2.864
51.1975,1,585,2.720
51.3272,1,581,2.701
51.4418,1,560,2.604
51.5582,1,566,2.631
51.6892,1,541,2.515
51.8056,1,440,2.046
51.9210,1,439,2.041
52.0391,1,446,2.074
52.1648,1,431,2.004
52.2792,1,530,2.464
52.4047,1,585,2.720
52.5189,1,612,2.845
52.6491,1,621,2.887
52.7638,1,539,2.506
52.8809,1,459,2.134
52.9975,1,392,1.822
53.1241,1,397,1.846
53.2421,1,491,2.283
53.3576,1,581,2.701
53.4853,1,671,3.120
53.6010,1,642,2.985
53.7170,1,624,2.901
53.8425,1,552,2.566
53.9603,1,573,2.664
54.0770,1,1335,6.207
54.2064,1,1531,7.118
54.3244,1,1307,6.076
54.4424,1,1087,5.054
54.5603,1,362,1.683
54.6891,1,619,2.878
54.8062,1,795,3.696
54.9243,1,726,3.375
55.0416,1,488,2.269
55.1669,1,830,3.859
55.2809,1,395,1.836
55.3972,1,433,2.013
55.5189,1,408,1.897
55.6483,1,441,2.050
55.7632,1,416,1.934
55.8815,1,415,1.929
55.9970,1,664,3.087
56.1248,1,441,2.050
56.2388,1,653,3.036
56.3669,1,660,3.068
56.4815,1,211,0.981
56.5982,1,74,0.344
56.7258,1,56,0.260
56.8435,1,-1378,-6.407
56.9582,1,410,1.906
57.0844,1,2813,13.078
57.2003,1,4083,18.983
57.3273,1,2786,12.953
57.4404,1,1491,6.932
57.5684,1,576,2.678
57.6852,1,97,0.451
57.8034,1,520,2.418
57.9189,1,952,4.426
58.0470,1,1046,4.863
58.1583,1,650,3.022
58.2891,1,128,0.595
58.4065,1,-744,-3.459
58.5187,1,-3580,-16.644
58.6470,1,-13594,-63.201
58.7603,1,8561,39.801
58.8769,1,1466,6.816
59.0064,1,2408,11.195
59.1241,1,1682,7.820
59.2367,1,509,2.366
59.3640,1,879,4.087
59.4791,1,2020,9.391
59.6065,1,1430,6.648
59.7186,1,1063,4.942
59.8481,1,730,3.394
59.9642,1,502,2.334
60.0799,1,646,3.003
60.2068,1,348,1.618
60.3185,1,7,0.033
60.4471,1,92,0.428
60.5633,1,474,2.204
60.6771,1,453,2.106
60.8069,1,693,3.222
60.9243,1,883,4.105
61.0386,1,704,3.273
61.1643,1,584,2.715
61.2803,1,690,3.208
61.3971,1,457,2.125
61.5263,1,468,2.176
61.6418,1,821,3.817
61.7563,1,961,4.468
61.8790,1,158,0.735
61.9967,1,-102,-0.474
62.1270,1,-4044,-18.801
62.2437,1,8120,37.751
62.3603,1,6955,32.335
62.4769,1,2907,13.515
62.6033,1,3154,14.663
62.7205,1,-2095,-9.740
62.8377,1,-2055,-9.554
62.9668,1,-1490,-6.927
63.0809,1,2819,13.106
63.2062,1,6611,30.736
63.3186,1,3883,18.053
63.4481,1,5059,23.520
63.5638,1,4252,19.768
63.6810,1,-624,-2.901
63.8050,1,-12112,-56.311
63.9216,1,2119,9.852
64.0380,1,-421,-1.957
64.1638,1,1540,7.160
64.2809,1,1830,8.508
64.3975,1,28,0.130
64.5265,1,-5872,-27.300
64.6441,1,-8852,-41.154
64.7614,1,-6631,-30.829
64.8775,1,-2387,-11.098
65.0063,1,-736,-3.422
65.1189,1,-289,-1.344
65.2416,1,14,0.065
65.3557,1,77,0.358
65.4803,1,529,2.459
65.5971,1,1499,6.969
65.7266,1,1623,7.546
65.8415,1,1152,5.356
65.9583,1,814,3.784
66.0810,1,577,2.683
66.1976,1,478,2.222
66.3270,1,470,2.185
66.4438,1,437,2.032
66.5569,1,274,1.274
66.6808,1,231,1.074
66.7976,1,298,1.385
66.9266,1,660,3.068
67.0438,1,902,4.194
67.1603,1,1584,7.364
67.2765,1,1189,5.528
67.4072,1,508,2.362
67.5252,1,105,0.488
67.6434,1,465,2.162
67.7578,1,690,3.208
67.8810,1,495,2.301
67.9964,1,-565,-2.627
68.1216,1,1174,5.458
68.2474,1,539,2.506
68.3644,1,-183,-0.851
68.4816,1,1847,8.587
68.5976,1,221,1.027
68.7268,1,535,2.487
68.8438,1,94,0.437
68.9579,1,126,0.586
69.0854,1,761,3.538
69.2019,1,1007,4.682
69.3262,1,-50,-0.232
69.4437,1,-404,-1.878
69.5603,1,-99,-0.460
69.6769,1,80,0.372
69.8066,1,-699,-3.250
69.9246,1,-539,-2.506
70.0405,1,2700,12.553
70.1566,1,2235,10.391
70.2810,1,1867,8.680
70.3976,1,1895,8.810
70.5246,1,2128,9.893
70.6393,1,2457,11.423
70.7573,1,2410,11.204
70.8829,1,2955,13.738
70.9989,1,3500,16.272
71.1264,1,2878,13.380
71.2438,1,2213,10.289
71.3579,1,1388,6.453
71.4760,1,990,4.603
71.6043,1,375,1.743
71.7189,1,-23,-0.107
71.8462,1,-237,-1.102
71.9605,1,-546,-2.538
72.0787,1,-760,-3.533
72.2065,1,-1029,-4.784
72.3189,1,-1285,-5.974
72.4438,1,-1247,-5.798
72.5579,1,-1219,-5.667
72.6811,1,-804,-3.738
72.7987,1,-754,-3.505
72.9265,1,-670,-3.115
73.0435,1,-530,-2.464
73.1557,1,-250,-1.162
73.2809,1,249,1.158
73.4072,1,8,0.037
73.5249,1,116,0.539
73.6429,1,-1000,-4.649
73.7587,1,-4068,-18.913
73.8768,1,-11475,-53.349
74.0019,1,16994,79.008
74.1266,1,4043,18.797
74.2403,1,1405,6.532
74.3583,1,-1678,-7.801
74.4749,1,-5225,-24.292
74.6016,1,-10604,-49.300
74.7153,1,-3664,-17.035
74.8438,1,-451,-2.097
74.9552,1,7289,33.888
75.0802,1,6325,29.406
75.1983,1,71,0.330
75.3269,1,-1640,-7.625
75.4443,1,-2406,-11.186
75.5594,1,-3497,-16.258
75.6764,1,-2730,-12.692
75.8062,1,-4605,-21.409
75.9205,1,1010,4.696
76.0441,1,6162,28.648
76.1597,1,3670,17.062
76.2771,1,47,0.219
76.4063,1,-1668,-7.755
76.5169,1,-1682,-7.820
76.6437,1,-400,-1.860
76.7583,1,578,2.687
76.8757,1,1645,7.648
77.0018,1,1771,8.234
77.1268,1,682,3.171
77.2415,1,132,0.614
77.3566,1,-144,-0.669
77.4804,1,-433,-2.013
77.6044,1,236,1.097
77.7213,1,1383,6.430
77.8390,1,1862,8.657
77.9559,1,2152,10.005
78.0808,1,1789,8.317
78.1979,1,417,1.939
78.3260,1,-2549,-11.851
78.4428,1,-5518,-25.654
78.5574,1,-993,-4.617
78.6745,1,3408,15.844
78.8006,1,4230,19.666
78.9143,1,2525,11.739
79.0443,1,2688,12.497
79.1576,1,2796,12.999
79.2752,1,537,2.497
79.4024,1,-1027,-4.775
79.5204,1,-1773,-8.243
79.6377,1,3898,18.122
79.7638,1,4803,22.330
79.8811,1,-1878,-8.731
79.9975,1,-656,-3.050
80.1242,1,818,3.803
80.2405,1,2136,9.931
80.3564,1,4008,18.634
80.4808,1,3503,16.286
80.6064,1,3211,14.928
80.7244,1,578,2.687
80.8425,1,1021,4.747
80.9606,1,-556,-2.585
81.0766,1,2800,13.018
81.2048,1,1763,8.196
81.3180,1,889,4.133
81.4361,1,-1168,-5.430
81.5611,1,-1723,-8.011
81.6759,1,1980,9.205
81.8012,1,1213,5.639
81.9139,1,814,3.784
82.0390,1,286,1.330
82.1637,1,137,0.637
82.2811,1,68,0.316
82.3983,1,277,1.288
82.5141,1,-245,-1.139
82.6438,1,57,0.265
82.7585,1,623,2.896
82.8854,1,1824,8.480
83.0023,1,1965,9.136
83.1204,1,1600,7.439
83.2355,1,-167,-0.776
83.3615,1,-131,-0.609
83.4773,1,-123,-0.572
83.6025,1,-307,-1.427
83.7173,1,-136,-0.632
83.8337,1,59,0.274
83.9610,1,88,0.409
84.0787,1,-109,-0.507
84.1952,1,-30,-0.139
84.3206,1,150,0.697
84.4462,1,237,1.102
84.5637,1,309,1.437
84.6778,1,361,1.678
84.8044,1,420,1.953
84.9172,1,497,2.311
85.0438,1,387,1.799
85.1579,1,399,1.855
85.2759,1,266,1.237
85.3938,1,116,0.539
85.5211,1,301,1.399
85.6335,1,443,2.060
85.7585,1,432,2.008
85.8756,1,490,2.278
85.9937,1,381,1.771
86.1243,1,321,1.492
86.2419,1,354,1.646
86.3567,1,370,1.720
86.4805,1,431,2.004
86.5979,1,622,2.892
86.7139,1,504,2.343
86.8448,1,438,2.036
86.9629,1,446,2.074
87.0768,1,429,1.994
87.1943,1,339,1.576
87.3230,1,377,1.753
87.4355,1,375,1.743
87.5534,1,435,2.022
87.6837,1,478,2.222
87.8002,1,448,2.083
87.9163,1,485,2.255
88.0437,1,425,1.976
88.1600,1,429,1.994
88.2772,1,390,1.813
88.3940,1,405,1.883
88.5241,1,411,1.911
88.6422,1,448,2.083
88.7558,1,474,2.204
88.8810,1,489,2.273
88.9946,1,485,2.255
89.1212,1,457,2.125
89.2338,1,440,2.046
89.3648,1,430,1.999
89.4791,1,489,2.273
89.5973,1,291,1.353
89.7136,1,412,1.915
89.8430,1,484,2.250
89.9607,1,481,2.236
90.0741,1,508,2.362
90.2010,1,520,2.418
90.3144,1,475,2.208
90.4439,1,461,2.143
90.5570,1,424,1.971
90.6751,1,443,2.060
90.8025,1,429,1.994
90.9189,1,471,2.190
91.0370,1,510,2.371
91.1535,1,555,2.580
91.2795,1,604,2.808
91.3944,1,549,2.552
91.5189,1,503,2.339
91.6369,1,426,1.981
91.7640,1,394,1.832
91.8763,1,313,1.455
92.0042,1,344,1.599
92.1206,1,515,2.394
92.2329,1,508,2.362
92.3606,1,546,2.538
92.4740,1,519,2.413
92.6004,1,468,2.176
92.7140,1,458,2.129
92.8448,1,477,2.218
92.9603,1,443,2.060
93.0828,1,527,2.450
93.1955,1,489,2.273
93.3136,1,510,2.371
93.4398,1,491,2.283
93.5578,1,462,2.148
93.6825,1,516,2.399
93.7959,1,491,2.283
93.9190,1,458,2.129
94.0366,1,500,2.325
94.1532,1,491,2.283
94.2840,1,463,2.153
94.4022,1,414,1.925
94.5190,1,507,2.357
94.6364,1,473,2.199
94.7650,1,512,2.380
94.8813,1,509,2.366
94.9978,1,510,2.371
95.1144,1,514,2.390
95.2421,1,505,2.348
95.3582,1,461,2.143
95.4755,1,447,2.078
95.6039,1,458,2.129
95.7188,1,494,2.297
95.8369,1,647,3.008
95.9545,1,510,2.371
96.0805,1,504,2.343
96.1978,1,493,2.292
96.3142,1,537,2.497
96.4413,1,437,2.032
96.5543,1,323,1.502
96.6824,1,470,2.185
96.7957,1,483,2.246
96.9194,1,469,2.180
97.0339,1,522,2.427
97.1602,1,529,2.459
97.2755,1,497,2.311
97.3936,1,533,2.478
97.5233,1,520,2.418
97.6362,1,402,1.869
97.7649,1,466,2.167
97.8811,1,468,2.176
97.9978,1,541,2.515
98.1133,1,533,2.478
98.2355,1,509,2.366
98.3526,1,534,2.483
98.4817,1,498,2.315
98.5978,1,513,2.385
98.7244,1,482,2.241
98.8424,1,496,2.306
98.9596,1,473,2.199
99.0762,1,460,2.139
99.2026,1,519,2.413
99.3144,1,624,2.901
99.4408,1,381,1.771
99.5580,1,414,1.925
99.6847,1,547,2.543
99.7994,1,478,2.222
99.9155,1,471,2.190
100.0445,1,578,2.687
100.1587,1,488,2.269
100.2824,1,438,2.036
100.3979,1,490,2.278
100.5147,1,507,2.357
100.6391,1,493,2.292
100.7532,1,477,2.218
100.8795,1,508,2.362
100.9939,1,522,2.427
101.1192,1,476,2.213
101.2357,1,542,2.520
101.3639,1,476,2.213
101.4817,1,510,2.371
101.5984,1,506,2.352
101.7143,1,481,2.236
101.8430,1,528,2.455
101.9595,1,476,2.213
102.0749,1,458,2.129
102.2018,1,486,2.259
102.3191,1,505,2.348
102.4408,1,498,2.315
102.5565,1,592,2.752
102.6738,1,424,1.971
102.7995,1,494,2.297
102.9155,1,459,2.134
103.0319,1,497,2.311
103.1585,1,504,2.343
103.2752,1,471,2.190
103.3920,1,516,2.399
103.5223,1,535,2.487
103.6370,1,557,2.590
103.7641,1,491,2.283
103.8811,1,410,1.906
103.9973,1,539,2.506
104.1117,1,485,2.255
104.2378,1,469,2.180
104.3641,1,510,2.371
104.4767,1,530,2.464
104.5925,1,512,2.380
104.7193,1,536,2.492
104.8370,1,520,2.418
104.9611,1,479,2.227
105.0742,1,499,2.320
105.2013,1,503,2.339
105.3141,1,482,2.241
105.4418,1,498,2.315
105.5585,1,509,2.366
105.6736,1,491,2.283
105.8012,1,520,2.418
105.9149,1,499,2.320
106.0432,1,503,2.339
106.1612,1,501,2.329
106.2742,1,522,2.427
106.3984,1,509,2.366
106.5145,1,392,1.822
106.6317,1,561,2.608
106.7585,1,582,2.706
106.8732,1,594,2.762
106.9998,1,740,3.440
107.1140,1,638,2.966
107.2437,1,543,2.524
107.3587,1,449,2.087
107.4762,1,427,1.985
107.5921,1,402,1.869
107.7210,1,692,3.217
107.8324,1,796,3.701
107.9568,1,402,1.869
108.0837,1,422,1.962
108.1992,1,442,2.055
108.3124,1,428,1.990
108.4401,1,469,2.180
108.5559,1,425,1.976
108.6787,1,376,1.748
108.8023,1,583,2.710
108.9191,1,459,2.134
109.0323,1,454,2.111
109.1585,1,483,2.246
109.2721,1,469,2.180
109.3982,1,514,2.390
109.5140,1,514,2.390
109.6387,1,501,2.329
109.7544,1,528,2.455
109.8820,1,483,2.246
109.9943,1,517,2.404
110.1213,1,513,2.385
110.2357,1,498,2.315
110.3631,1,530,2.464
110.4794,1,509,2.366
110.5960,1,539,2.506
110.7190,1,502,2.334
110.8356,1,607,2.822
110.9515,1,435,2.022
111.0767,1,501,2.329
111.1940,1,468,2.176
111.3233,1,468,2.176
111.4357,1,471,2.190
111.5580,1,522,2.427
111.6742,1,534,2.483
111.8028,1,533,2.478
111.9210,1,516,2.399
112.0391,1,508,2.362
112.1547,1,511,2.376
112.2811,1,503,2.339
112.3990,1,488,2.269
112.5145,1,790,3.673
112.6317,1,422,1.962
112.7613,1,403,1.874
112.8756,1,494,2.297
112.9913,1,568,2.641
113.1190,1,583,2.710
113.2371,1,520,2.418
113.3628,1,504,2.343
113.4742,1,520,2.418
113.5911,1,525,2.441
113.7187,1,501,2.329
113.8357,1,487,2.264
113.9515,1,499,2.320
114.0774,1,498,2.315
114.1941,1,507,2.357
114.3122,1,525,2.441
114.4376,1,524,2.436
114.5524,1,518,2.408
114.6811,1,481,2.236
114.7978,1,484,2.250
114.9230,1,505,2.348
115.0369,1,491,2.283
115.1510,1,535,2.487
115.2770,1,534,2.483
115.3951,1,533,2.478
115.5222,1,524,2.436
115.6400,1,514,2.390
115.7546,1,508,2.362
115.8811,1,498,2.315
115.9972,1,503,2.339
116.1151,1,511,2.376
116.2319,1,512,2.380
116.3571,1,505,2.348
116.4817,1,502,2.334
116.5978,1,522,2.427
116.7152,1,520,2.418
116.8318,1,517,2.404
116.9582,1,505,2.348
117.0762,1,486,2.259
117.2014,1,512,2.380
117.3173,1,492,2.287
117.4318,1,782,3.636
117.5565,1,335,1.557
117.6824,1,585,2.720
117.7985,1,515,2.394
117.9151,1,512,2.380
118.0313,1,506,2.352
118.1593,1,518,2.408
118.2758,1,506,2.352
118.3910,1,508,2.362
118.5193,1,521,2.422
118.6373,1,449,2.087
118.7517,1,624,2.901
118.8769,1,550,2.557
118.9939,1,478,2.222
119.1107,1,458,2.129
119.2350,1,596,2.771
119.3506,1,572,2.659
119.4763,1,690,3.208
119.5938,1,530,2.464
119.7193,1,522,2.427
119.8358,1,516,2.399
119.9538,1,456,2.120
120.0805,1,462,2.148
120.1940,1,541,2.515
120.3107,1,518,2.408
120.4369,1,471,2.190
120.5610,1,483,2.246
120.6774,1,530,2.464
120.7940,1,494,2.297
120.9120,1,500,2.325
121.0383,1,518,2.408
121.1519,1,475,2.208
121.2811,1,522,2.427
121.3974,1,531,2.469
121.5140,1,503,2.339
121.6318,1,526,2.445
121.7612,1,493,2.292
121.8774,1,519,2.413
121.9909,1,501,2.329
122.1217,1,519,2.413
122.2395,1,517,2.404
122.3551,1,528,2.455
122.4711,1,516,2.399
122.5979,1,497,2.311
122.7143,1,452,2.101
122.8407,1,523,2.432
122.9573,1,497,2.311
123.0736,1,556,2.585
123.1984,1,534,2.483
123.3143,1,391,1.818
123.4312,1,499,2.320
